date,product_id,product_name,category,sales_quantity
2025-06-28,P002,Tata Salt 1kg,Groceries,23
2025-06-29,P002,Tata Salt 1kg,Groceries,39
2025-06-30,P002,Tata Salt 1kg,Groceries,31
2025-07-01,P002,Tata Salt 1kg,Groceries,37
2025-07-02,P002,Tata Salt 1kg,Groceries,43
2025-07-03,P002,Tata Salt 1kg,Groceries,39
2025-07-04,P002,Tata Salt 1kg,Groceries,26
2025-07-05,P002,Tata Salt 1kg,Groceries,33
2025-07-06,P002,Tata Salt 1kg,Groceries,35
2025-07-07,P002,Tata Salt 1kg,Groceries,39
2025-07-08,P002,Tata Salt 1kg,Groceries,43
2025-07-09,P002,Tata Salt 1kg,Groceries,40
2025-07-10,P002,Tata Salt 1kg,Groceries,27
2025-07-11,P002,Tata Salt 1kg,Groceries,33
2025-07-12,P002,Tata Salt 1kg,Groceries,26
2025-07-13,P002,Tata Salt 1kg,Groceries,15
2025-07-14,P002,Tata Salt 1kg,Groceries,38
2025-07-15,P002,Tata Salt 1kg,Groceries,47
2025-07-16,P002,Tata Salt 1kg,Groceries,28
2025-07-17,P002,Tata Salt 1kg,Groceries,26
2025-07-18,P002,Tata Salt 1kg,Groceries,36
2025-07-19,P002,Tata Salt 1kg,Groceries,44
2025-07-20,P002,Tata Salt 1kg,Groceries,32
2025-07-21,P002,Tata Salt 1kg,Groceries,31
2025-07-22,P002,Tata Salt 1kg,Groceries,41
2025-07-23,P002,Tata Salt 1kg,Groceries,50
2025-07-24,P002,Tata Salt 1kg,Groceries,29
2025-07-25,P002,Tata Salt 1kg,Groceries,28
2025-07-26,P002,Tata Salt 1kg,Groceries,30
2025-07-27,P002,Tata Salt 1kg,Groceries,27
2025-07-28,P002,Tata Salt 1kg,Groceries,36
2025-07-29,P002,Tata Salt 1kg,Groceries,52
2025-07-30,P002,Tata Salt 1kg,Groceries,44
2025-07-31,P002,Tata Salt 1kg,Groceries,31
2025-08-01,P002,Tata Salt 1kg,Groceries,31
2025-08-02,P002,Tata Salt 1kg,Groceries,23
2025-08-03,P002,Tata Salt 1kg,Groceries,38
2025-08-04,P002,Tata Salt 1kg,Groceries,35
2025-08-05,P002,Tata Salt 1kg,Groceries,41
2025-08-06,P002,Tata Salt 1kg,Groceries,61
2025-08-07,P002,Tata Salt 1kg,Groceries,34
2025-08-08,P002,Tata Salt 1kg,Groceries,28
2025-08-09,P002,Tata Salt 1kg,Groceries,30
2025-08-10,P002,Tata Salt 1kg,Groceries,39
2025-08-11,P002,Tata Salt 1kg,Groceries,36
2025-08-12,P002,Tata Salt 1kg,Groceries,34
2025-08-13,P002,Tata Salt 1kg,Groceries,48
2025-08-14,P002,Tata Salt 1kg,Groceries,29
2025-08-15,P002,Tata Salt 1kg,Groceries,43
2025-08-16,P002,Tata Salt 1kg,Groceries,39
2025-08-17,P002,Tata Salt 1kg,Groceries,30
2025-08-18,P002,Tata Salt 1kg,Groceries,43
2025-08-19,P002,Tata Salt 1kg,Groceries,43
2025-08-20,P002,Tata Salt 1kg,Groceries,47
2025-08-21,P002,Tata Salt 1kg,Groceries,35
2025-08-22,P002,Tata Salt 1kg,Groceries,28
2025-08-23,P002,Tata Salt 1kg,Groceries,29
2025-08-24,P002,Tata Salt 1kg,Groceries,39
2025-08-25,P002,Tata Salt 1kg,Groceries,34
2025-08-26,P002,Tata Salt 1kg,Groceries,40
2025-08-27,P002,Tata Salt 1kg,Groceries,37
2025-08-28,P002,Tata Salt 1kg,Groceries,35
2025-08-29,P002,Tata Salt 1kg,Groceries,45
2025-08-30,P002,Tata Salt 1kg,Groceries,26
2025-08-31,P002,Tata Salt 1kg,Groceries,33
2025-09-01,P002,Tata Salt 1kg,Groceries,44
2025-09-02,P002,Tata Salt 1kg,Groceries,42
2025-09-03,P002,Tata Salt 1kg,Groceries,45
2025-09-04,P002,Tata Salt 1kg,Groceries,27
2025-09-05,P002,Tata Salt 1kg,Groceries,82
2025-09-06,P002,Tata Salt 1kg,Groceries,32
2025-09-07,P002,Tata Salt 1kg,Groceries,38
2025-09-08,P002,Tata Salt 1kg,Groceries,43
2025-09-09,P002,Tata Salt 1kg,Groceries,58
2025-09-10,P002,Tata Salt 1kg,Groceries,46
2025-09-11,P002,Tata Salt 1kg,Groceries,35
2025-09-12,P002,Tata Salt 1kg,Groceries,34
2025-09-13,P002,Tata Salt 1kg,Groceries,31
2025-09-14,P002,Tata Salt 1kg,Groceries,35
2025-09-15,P002,Tata Salt 1kg,Groceries,34
2025-09-16,P002,Tata Salt 1kg,Groceries,44
2025-09-17,P002,Tata Salt 1kg,Groceries,50
2025-09-18,P002,Tata Salt 1kg,Groceries,27
2025-09-19,P002,Tata Salt 1kg,Groceries,39
2025-09-20,P002,Tata Salt 1kg,Groceries,40
2025-09-21,P002,Tata Salt 1kg,Groceries,32
2025-09-22,P002,Tata Salt 1kg,Groceries,24
2025-09-23,P002,Tata Salt 1kg,Groceries,39
2025-09-24,P002,Tata Salt 1kg,Groceries,50
2025-09-25,P002,Tata Salt 1kg,Groceries,33
2025-09-26,P002,Tata Salt 1kg,Groceries,27
2025-09-27,P002,Tata Salt 1kg,Groceries,30
2025-09-28,P002,Tata Salt 1kg,Groceries,38
2025-09-29,P002,Tata Salt 1kg,Groceries,39
2025-09-30,P002,Tata Salt 1kg,Groceries,42
2025-10-01,P002,Tata Salt 1kg,Groceries,41
2025-10-02,P002,Tata Salt 1kg,Groceries,31
2025-10-03,P002,Tata Salt 1kg,Groceries,28
2025-10-04,P002,Tata Salt 1kg,Groceries,42
2025-10-05,P002,Tata Salt 1kg,Groceries,31
2025-10-06,P002,Tata Salt 1kg,Groceries,43
2025-10-07,P002,Tata Salt 1kg,Groceries,52
2025-10-08,P002,Tata Salt 1kg,Groceries,49
2025-10-09,P002,Tata Salt 1kg,Groceries,30
2025-10-10,P002,Tata Salt 1kg,Groceries,35
2025-10-11,P002,Tata Salt 1kg,Groceries,33
2025-10-12,P002,Tata Salt 1kg,Groceries,28
2025-10-13,P002,Tata Salt 1kg,Groceries,38
2025-10-14,P002,Tata Salt 1kg,Groceries,36
2025-10-15,P002,Tata Salt 1kg,Groceries,50
2025-10-16,P002,Tata Salt 1kg,Groceries,30
2025-10-17,P002,Tata Salt 1kg,Groceries,34
2025-10-18,P002,Tata Salt 1kg,Groceries,35
2025-10-19,P002,Tata Salt 1kg,Groceries,32
2025-10-20,P002,Tata Salt 1kg,Groceries,40
2025-10-21,P002,Tata Salt 1kg,Groceries,74
2025-10-22,P002,Tata Salt 1kg,Groceries,48
2025-10-23,P002,Tata Salt 1kg,Groceries,25
2025-10-24,P002,Tata Salt 1kg,Groceries,34
2025-10-25,P002,Tata Salt 1kg,Groceries,44
2025-10-26,P002,Tata Salt 1kg,Groceries,27
2025-10-27,P002,Tata Salt 1kg,Groceries,33
2025-10-28,P002,Tata Salt 1kg,Groceries,46
2025-10-29,P002,Tata Salt 1kg,Groceries,44
2025-10-30,P002,Tata Salt 1kg,Groceries,35
2025-10-31,P002,Tata Salt 1kg,Groceries,36
2025-11-01,P002,Tata Salt 1kg,Groceries,37
2025-11-02,P002,Tata Salt 1kg,Groceries,40
2025-11-03,P002,Tata Salt 1kg,Groceries,39
2025-11-04,P002,Tata Salt 1kg,Groceries,42
2025-11-05,P002,Tata Salt 1kg,Groceries,47
2025-11-06,P002,Tata Salt 1kg,Groceries,44
2025-11-07,P002,Tata Salt 1kg,Groceries,32
2025-11-08,P002,Tata Salt 1kg,Groceries,28
2025-11-09,P002,Tata Salt 1kg,Groceries,40
2025-11-10,P002,Tata Salt 1kg,Groceries,36
2025-11-11,P002,Tata Salt 1kg,Groceries,31
2025-11-12,P002,Tata Salt 1kg,Groceries,48
2025-11-13,P002,Tata Salt 1kg,Groceries,30
2025-11-14,P002,Tata Salt 1kg,Groceries,33
2025-11-15,P002,Tata Salt 1kg,Groceries,76
2025-11-16,P002,Tata Salt 1kg,Groceries,34
2025-11-17,P002,Tata Salt 1kg,Groceries,41
2025-11-18,P002,Tata Salt 1kg,Groceries,41
2025-11-19,P002,Tata Salt 1kg,Groceries,46
2025-11-20,P002,Tata Salt 1kg,Groceries,32
2025-11-21,P002,Tata Salt 1kg,Groceries,38
2025-11-22,P002,Tata Salt 1kg,Groceries,37
2025-11-23,P002,Tata Salt 1kg,Groceries,28
2025-11-24,P002,Tata Salt 1kg,Groceries,43
2025-11-25,P002,Tata Salt 1kg,Groceries,40
2025-11-26,P002,Tata Salt 1kg,Groceries,48
2025-11-27,P002,Tata Salt 1kg,Groceries,35
2025-11-28,P002,Tata Salt 1kg,Groceries,44
2025-11-29,P002,Tata Salt 1kg,Groceries,32
2025-11-30,P002,Tata Salt 1kg,Groceries,31
2025-12-01,P002,Tata Salt 1kg,Groceries,37
2025-12-02,P002,Tata Salt 1kg,Groceries,42
2025-12-03,P002,Tata Salt 1kg,Groceries,48
2025-12-04,P002,Tata Salt 1kg,Groceries,24
2025-12-05,P002,Tata Salt 1kg,Groceries,27
2025-12-06,P002,Tata Salt 1kg,Groceries,27
2025-12-07,P002,Tata Salt 1kg,Groceries,39
2025-12-08,P002,Tata Salt 1kg,Groceries,47
2025-12-09,P002,Tata Salt 1kg,Groceries,43
2025-12-10,P002,Tata Salt 1kg,Groceries,43
2025-12-11,P002,Tata Salt 1kg,Groceries,34
2025-12-12,P002,Tata Salt 1kg,Groceries,40
2025-12-13,P002,Tata Salt 1kg,Groceries,28
2025-12-14,P002,Tata Salt 1kg,Groceries,35
2025-12-15,P002,Tata Salt 1kg,Groceries,43
2025-12-16,P002,Tata Salt 1kg,Groceries,47
2025-12-17,P002,Tata Salt 1kg,Groceries,45
2025-12-18,P002,Tata Salt 1kg,Groceries,39
2025-12-19,P002,Tata Salt 1kg,Groceries,18
2025-12-20,P002,Tata Salt 1kg,Groceries,62
2025-12-21,P002,Tata Salt 1kg,Groceries,30
2025-12-22,P002,Tata Salt 1kg,Groceries,26
2025-12-23,P002,Tata Salt 1kg,Groceries,47
2025-12-24,P002,Tata Salt 1kg,Groceries,52
2025-12-25,P002,Tata Salt 1kg,Groceries,33
2025-12-26,P002,Tata Salt 1kg,Groceries,39
2025-12-27,P002,Tata Salt 1kg,Groceries,43
2025-12-28,P002,Tata Salt 1kg,Groceries,41
2025-12-29,P002,Tata Salt 1kg,Groceries,47
2025-12-30,P002,Tata Salt 1kg,Groceries,79
2025-12-31,P002,Tata Salt 1kg,Groceries,44
2026-01-01,P002,Tata Salt 1kg,Groceries,24
2026-01-02,P002,Tata Salt 1kg,Groceries,32
2026-01-03,P002,Tata Salt 1kg,Groceries,29
2026-01-04,P002,Tata Salt 1kg,Groceries,46
2026-01-05,P002,Tata Salt 1kg,Groceries,36
2026-01-06,P002,Tata Salt 1kg,Groceries,45
2026-01-07,P002,Tata Salt 1kg,Groceries,47
2026-01-08,P002,Tata Salt 1kg,Groceries,34
2026-01-09,P002,Tata Salt 1kg,Groceries,44
2026-01-10,P002,Tata Salt 1kg,Groceries,30
2026-01-11,P002,Tata Salt 1kg,Groceries,35
2026-01-12,P002,Tata Salt 1kg,Groceries,33
2026-01-13,P002,Tata Salt 1kg,Groceries,36
2026-01-14,P002,Tata Salt 1kg,Groceries,40
2026-01-15,P002,Tata Salt 1kg,Groceries,34
2026-01-16,P002,Tata Salt 1kg,Groceries,31
2026-01-17,P002,Tata Salt 1kg,Groceries,30
2026-01-18,P002,Tata Salt 1kg,Groceries,26
2026-01-19,P002,Tata Salt 1kg,Groceries,37
2026-01-20,P002,Tata Salt 1kg,Groceries,35
2026-01-21,P002,Tata Salt 1kg,Groceries,48
2026-01-22,P002,Tata Salt 1kg,Groceries,34
2026-01-23,P002,Tata Salt 1kg,Groceries,25
2026-01-24,P002,Tata Salt 1kg,Groceries,32
2026-01-25,P002,Tata Salt 1kg,Groceries,29
2026-01-26,P002,Tata Salt 1kg,Groceries,39
2026-01-27,P002,Tata Salt 1kg,Groceries,52
2026-01-28,P002,Tata Salt 1kg,Groceries,33
2026-01-29,P002,Tata Salt 1kg,Groceries,35
2026-01-30,P002,Tata Salt 1kg,Groceries,33
2026-01-31,P002,Tata Salt 1kg,Groceries,38
2026-02-01,P002,Tata Salt 1kg,Groceries,35
2026-02-02,P002,Tata Salt 1kg,Groceries,33
2026-02-03,P002,Tata Salt 1kg,Groceries,42
2026-02-04,P002,Tata Salt 1kg,Groceries,40
2026-02-05,P002,Tata Salt 1kg,Groceries,40
2026-02-06,P002,Tata Salt 1kg,Groceries,34
2026-02-07,P002,Tata Salt 1kg,Groceries,45
2026-02-08,P002,Tata Salt 1kg,Groceries,34
2026-02-09,P002,Tata Salt 1kg,Groceries,33
2026-02-10,P002,Tata Salt 1kg,Groceries,35
2026-02-11,P002,Tata Salt 1kg,Groceries,34
2026-02-12,P002,Tata Salt 1kg,Groceries,25
2026-02-13,P002,Tata Salt 1kg,Groceries,36
2026-02-14,P002,Tata Salt 1kg,Groceries,37
2026-02-15,P002,Tata Salt 1kg,Groceries,25
2026-02-16,P002,Tata Salt 1kg,Groceries,43
2026-02-17,P002,Tata Salt 1kg,Groceries,42
2026-02-18,P002,Tata Salt 1kg,Groceries,45
2026-02-19,P002,Tata Salt 1kg,Groceries,43
2026-02-20,P002,Tata Salt 1kg,Groceries,39
2026-02-21,P002,Tata Salt 1kg,Groceries,32
2026-02-22,P002,Tata Salt 1kg,Groceries,29
2026-02-23,P002,Tata Salt 1kg,Groceries,25
2026-02-24,P002,Tata Salt 1kg,Groceries,40
2026-02-25,P002,Tata Salt 1kg,Groceries,43
2026-02-26,P002,Tata Salt 1kg,Groceries,28
2026-02-27,P002,Tata Salt 1kg,Groceries,33
2026-02-28,P002,Tata Salt 1kg,Groceries,35
2026-03-01,P002,Tata Salt 1kg,Groceries,33
2026-03-02,P002,Tata Salt 1kg,Groceries,34
2026-03-03,P002,Tata Salt 1kg,Groceries,45
2026-03-04,P002,Tata Salt 1kg,Groceries,47
2026-03-05,P002,Tata Salt 1kg,Groceries,28
2026-03-06,P002,Tata Salt 1kg,Groceries,42
2026-03-07,P002,Tata Salt 1kg,Groceries,34
2026-03-08,P002,Tata Salt 1kg,Groceries,34
2026-03-09,P002,Tata Salt 1kg,Groceries,42
2026-03-10,P002,Tata Salt 1kg,Groceries,46
2026-03-11,P002,Tata Salt 1kg,Groceries,50
2026-03-12,P002,Tata Salt 1kg,Groceries,36
2026-03-13,P002,Tata Salt 1kg,Groceries,31
2026-03-14,P002,Tata Salt 1kg,Groceries,36
2026-03-15,P002,Tata Salt 1kg,Groceries,28
2026-03-16,P002,Tata Salt 1kg,Groceries,38
2026-03-17,P002,Tata Salt 1kg,Groceries,44
2026-03-18,P002,Tata Salt 1kg,Groceries,43
2026-03-19,P002,Tata Salt 1kg,Groceries,33
2026-03-20,P002,Tata Salt 1kg,Groceries,23
2026-03-21,P002,Tata Salt 1kg,Groceries,31
2026-03-22,P002,Tata Salt 1kg,Groceries,35
2026-03-23,P002,Tata Salt 1kg,Groceries,39
2026-03-24,P002,Tata Salt 1kg,Groceries,39
2026-03-25,P002,Tata Salt 1kg,Groceries,52
2026-03-26,P002,Tata Salt 1kg,Groceries,29
2026-03-27,P002,Tata Salt 1kg,Groceries,40
2026-03-28,P002,Tata Salt 1kg,Groceries,37
2024-03-28,P003,Maggi Noodles 140g,Snacks,12
2024-03-29,P003,Maggi Noodles 140g,Snacks,15
2024-03-30,P003,Maggi Noodles 140g,Snacks,10
2024-03-31,P003,Maggi Noodles 140g,Snacks,9
2024-04-01,P003,Maggi Noodles 140g,Snacks,16
2024-04-02,P003,Maggi Noodles 140g,Snacks,18
2024-04-03,P003,Maggi Noodles 140g,Snacks,15
2024-04-04,P003,Maggi Noodles 140g,Snacks,10
2024-04-05,P003,Maggi Noodles 140g,Snacks,16
2024-04-06,P003,Maggi Noodles 140g,Snacks,8
2024-04-07,P003,Maggi Noodles 140g,Snacks,11
2024-04-08,P003,Maggi Noodles 140g,Snacks,14
2024-04-09,P003,Maggi Noodles 140g,Snacks,21
2024-04-10,P003,Maggi Noodles 140g,Snacks,17
2024-04-11,P003,Maggi Noodles 140g,Snacks,14
2024-04-12,P003,Maggi Noodles 140g,Snacks,11
2024-04-13,P003,Maggi Noodles 140g,Snacks,14
2024-04-14,P003,Maggi Noodles 140g,Snacks,13
2024-04-15,P003,Maggi Noodles 140g,Snacks,10
2024-04-16,P003,Maggi Noodles 140g,Snacks,19
2024-04-17,P003,Maggi Noodles 140g,Snacks,19
2024-04-18,P003,Maggi Noodles 140g,Snacks,15
2024-04-19,P003,Maggi Noodles 140g,Snacks,13
2024-04-20,P003,Maggi Noodles 140g,Snacks,10
2024-04-21,P003,Maggi Noodles 140g,Snacks,7
2024-04-22,P003,Maggi Noodles 140g,Snacks,14
2024-04-23,P003,Maggi Noodles 140g,Snacks,19
2024-04-24,P003,Maggi Noodles 140g,Snacks,19
2024-04-25,P003,Maggi Noodles 140g,Snacks,15
2024-04-26,P003,Maggi Noodles 140g,Snacks,12
2024-04-27,P003,Maggi Noodles 140g,Snacks,15
2024-04-28,P003,Maggi Noodles 140g,Snacks,15
2024-04-29,P003,Maggi Noodles 140g,Snacks,13
2024-04-30,P003,Maggi Noodles 140g,Snacks,18
2024-05-01,P003,Maggi Noodles 140g,Snacks,15
2024-05-02,P003,Maggi Noodles 140g,Snacks,14
2024-05-03,P003,Maggi Noodles 140g,Snacks,9
2024-05-04,P003,Maggi Noodles 140g,Snacks,9
2024-05-05,P003,Maggi Noodles 140g,Snacks,15
2024-05-06,P003,Maggi Noodles 140g,Snacks,16
2024-05-07,P003,Maggi Noodles 140g,Snacks,18
2024-05-08,P003,Maggi Noodles 140g,Snacks,17
2024-05-09,P003,Maggi Noodles 140g,Snacks,6
2024-05-10,P003,Maggi Noodles 140g,Snacks,12
2024-05-11,P003,Maggi Noodles 140g,Snacks,14
2024-05-12,P003,Maggi Noodles 140g,Snacks,11
2024-05-13,P003,Maggi Noodles 140g,Snacks,12
2024-05-14,P003,Maggi Noodles 140g,Snacks,20
2024-05-15,P003,Maggi Noodles 140g,Snacks,16
2024-05-16,P003,Maggi Noodles 140g,Snacks,14
2024-05-17,P003,Maggi Noodles 140g,Snacks,15
2024-05-18,P003,Maggi Noodles 140g,Snacks,10
2024-05-19,P003,Maggi Noodles 140g,Snacks,13
2024-05-20,P003,Maggi Noodles 140g,Snacks,17
2024-05-21,P003,Maggi Noodles 140g,Snacks,21
2024-05-22,P003,Maggi Noodles 140g,Snacks,17
2024-05-23,P003,Maggi Noodles 140g,Snacks,12
2024-05-24,P003,Maggi Noodles 140g,Snacks,13
2024-05-25,P003,Maggi Noodles 140g,Snacks,13
2024-05-26,P003,Maggi Noodles 140g,Snacks,16
2024-05-27,P003,Maggi Noodles 140g,Snacks,11
2024-05-28,P003,Maggi Noodles 140g,Snacks,16
2024-05-29,P003,Maggi Noodles 140g,Snacks,14
2024-05-30,P003,Maggi Noodles 140g,Snacks,10
2024-05-31,P003,Maggi Noodles 140g,Snacks,14
2024-06-01,P003,Maggi Noodles 140g,Snacks,15
2024-06-02,P003,Maggi Noodles 140g,Snacks,11
2024-06-03,P003,Maggi Noodles 140g,Snacks,16
2024-06-04,P003,Maggi Noodles 140g,Snacks,20
2024-06-05,P003,Maggi Noodles 140g,Snacks,22
2024-06-06,P003,Maggi Noodles 140g,Snacks,13
2024-06-07,P003,Maggi Noodles 140g,Snacks,11
2024-06-08,P003,Maggi Noodles 140g,Snacks,10
2024-06-09,P003,Maggi Noodles 140g,Snacks,10
2024-06-10,P003,Maggi Noodles 140g,Snacks,17
2024-06-11,P003,Maggi Noodles 140g,Snacks,13
2024-06-12,P003,Maggi Noodles 140g,Snacks,20
2024-06-13,P003,Maggi Noodles 140g,Snacks,11
2024-06-14,P003,Maggi Noodles 140g,Snacks,11
2024-06-15,P003,Maggi Noodles 140g,Snacks,12
2024-06-16,P003,Maggi Noodles 140g,Snacks,11
2024-06-17,P003,Maggi Noodles 140g,Snacks,17
2024-06-18,P003,Maggi Noodles 140g,Snacks,21
2024-06-19,P003,Maggi Noodles 140g,Snacks,15
2024-06-20,P003,Maggi Noodles 140g,Snacks,12
2024-06-21,P003,Maggi Noodles 140g,Snacks,12
2024-06-22,P003,Maggi Noodles 140g,Snacks,14
2024-06-23,P003,Maggi Noodles 140g,Snacks,12
2024-06-24,P003,Maggi Noodles 140g,Snacks,18
2024-06-25,P003,Maggi Noodles 140g,Snacks,20
2024-06-26,P003,Maggi Noodles 140g,Snacks,14
2024-06-27,P003,Maggi Noodles 140g,Snacks,14
2024-06-28,P003,Maggi Noodles 140g,Snacks,17
2024-06-29,P003,Maggi Noodles 140g,Snacks,12
2024-06-30,P003,Maggi Noodles 140g,Snacks,12
2024-07-01,P003,Maggi Noodles 140g,Snacks,13
2024-07-02,P003,Maggi Noodles 140g,Snacks,16
2024-07-03,P003,Maggi Noodles 140g,Snacks,13
2024-07-04,P003,Maggi Noodles 140g,Snacks,9
2024-07-05,P003,Maggi Noodles 140g,Snacks,13
2024-07-06,P003,Maggi Noodles 140g,Snacks,17
2024-07-07,P003,Maggi Noodles 140g,Snacks,11
2024-07-08,P003,Maggi Noodles 140g,Snacks,13
2024-07-09,P003,Maggi Noodles 140g,Snacks,21
2024-07-10,P003,Maggi Noodles 140g,Snacks,14
2024-07-11,P003,Maggi Noodles 140g,Snacks,9
2024-07-12,P003,Maggi Noodles 140g,Snacks,11
2024-07-13,P003,Maggi Noodles 140g,Snacks,11
2024-07-14,P003,Maggi Noodles 140g,Snacks,8
2024-07-15,P003,Maggi Noodles 140g,Snacks,14
2024-07-16,P003,Maggi Noodles 140g,Snacks,19
2024-07-17,P003,Maggi Noodles 140g,Snacks,14
2024-07-18,P003,Maggi Noodles 140g,Snacks,13
2024-07-19,P003,Maggi Noodles 140g,Snacks,41
2024-07-20,P003,Maggi Noodles 140g,Snacks,13
2024-07-21,P003,Maggi Noodles 140g,Snacks,13
2024-07-22,P003,Maggi Noodles 140g,Snacks,15
2024-07-23,P003,Maggi Noodles 140g,Snacks,15
2024-07-24,P003,Maggi Noodles 140g,Snacks,21
2024-07-25,P003,Maggi Noodles 140g,Snacks,16
2024-07-26,P003,Maggi Noodles 140g,Snacks,16
2024-07-27,P003,Maggi Noodles 140g,Snacks,16
2024-07-28,P003,Maggi Noodles 140g,Snacks,9
2024-07-29,P003,Maggi Noodles 140g,Snacks,17
2024-07-30,P003,Maggi Noodles 140g,Snacks,19
2024-07-31,P003,Maggi Noodles 140g,Snacks,13
2024-08-01,P003,Maggi Noodles 140g,Snacks,12
2024-08-02,P003,Maggi Noodles 140g,Snacks,14
2024-08-03,P003,Maggi Noodles 140g,Snacks,17
2024-08-04,P003,Maggi Noodles 140g,Snacks,15
2024-08-05,P003,Maggi Noodles 140g,Snacks,12
2024-08-06,P003,Maggi Noodles 140g,Snacks,21
2024-08-07,P003,Maggi Noodles 140g,Snacks,17
2024-08-08,P003,Maggi Noodles 140g,Snacks,12
2024-08-09,P003,Maggi Noodles 140g,Snacks,12
2024-08-10,P003,Maggi Noodles 140g,Snacks,9
2024-08-11,P003,Maggi Noodles 140g,Snacks,13
2024-08-12,P003,Maggi Noodles 140g,Snacks,16
2024-08-13,P003,Maggi Noodles 140g,Snacks,16
2024-08-14,P003,Maggi Noodles 140g,Snacks,18
2024-08-15,P003,Maggi Noodles 140g,Snacks,11
2024-08-16,P003,Maggi Noodles 140g,Snacks,13
2024-08-17,P003,Maggi Noodles 140g,Snacks,14
2024-08-18,P003,Maggi Noodles 140g,Snacks,14
2024-08-19,P003,Maggi Noodles 140g,Snacks,10
2024-08-20,P003,Maggi Noodles 140g,Snacks,16
2024-08-21,P003,Maggi Noodles 140g,Snacks,21
2024-08-22,P003,Maggi Noodles 140g,Snacks,12
2024-08-23,P003,Maggi Noodles 140g,Snacks,13
2024-08-24,P003,Maggi Noodles 140g,Snacks,13
2024-08-25,P003,Maggi Noodles 140g,Snacks,17
2024-08-26,P003,Maggi Noodles 140g,Snacks,18
2024-08-27,P003,Maggi Noodles 140g,Snacks,19
2024-08-28,P003,Maggi Noodles 140g,Snacks,15
2024-08-29,P003,Maggi Noodles 140g,Snacks,14
2024-08-30,P003,Maggi Noodles 140g,Snacks,15
2024-08-31,P003,Maggi Noodles 140g,Snacks,11
2024-09-01,P003,Maggi Noodles 140g,Snacks,11
2024-09-02,P003,Maggi Noodles 140g,Snacks,19
2024-09-03,P003,Maggi Noodles 140g,Snacks,16
2024-09-04,P003,Maggi Noodles 140g,Snacks,21
2024-09-05,P003,Maggi Noodles 140g,Snacks,16
2024-09-06,P003,Maggi Noodles 140g,Snacks,14
2024-09-07,P003,Maggi Noodles 140g,Snacks,14
2024-09-08,P003,Maggi Noodles 140g,Snacks,9
2024-09-09,P003,Maggi Noodles 140g,Snacks,15
2024-09-10,P003,Maggi Noodles 140g,Snacks,21
2024-09-11,P003,Maggi Noodles 140g,Snacks,19
2024-09-12,P003,Maggi Noodles 140g,Snacks,13
2024-09-13,P003,Maggi Noodles 140g,Snacks,18
2024-09-14,P003,Maggi Noodles 140g,Snacks,13
2024-09-15,P003,Maggi Noodles 140g,Snacks,11
2024-09-16,P003,Maggi Noodles 140g,Snacks,15
2024-09-17,P003,Maggi Noodles 140g,Snacks,19
2024-09-18,P003,Maggi Noodles 140g,Snacks,13
2024-09-19,P003,Maggi Noodles 140g,Snacks,14
2024-09-20,P003,Maggi Noodles 140g,Snacks,15
2024-09-21,P003,Maggi Noodles 140g,Snacks,12
2024-09-22,P003,Maggi Noodles 140g,Snacks,16
2024-09-23,P003,Maggi Noodles 140g,Snacks,16
2024-09-24,P003,Maggi Noodles 140g,Snacks,23
2024-09-25,P003,Maggi Noodles 140g,Snacks,15
2024-09-26,P003,Maggi Noodles 140g,Snacks,15
2024-09-27,P003,Maggi Noodles 140g,Snacks,11
2024-09-28,P003,Maggi Noodles 140g,Snacks,9
2024-09-29,P003,Maggi Noodles 140g,Snacks,8
2024-09-30,P003,Maggi Noodles 140g,Snacks,16
2024-10-01,P003,Maggi Noodles 140g,Snacks,18
2024-10-02,P003,Maggi Noodles 140g,Snacks,16
2024-10-03,P003,Maggi Noodles 140g,Snacks,9
2024-10-04,P003,Maggi Noodles 140g,Snacks,11
2024-10-05,P003,Maggi Noodles 140g,Snacks,13
2024-10-06,P003,Maggi Noodles 140g,Snacks,15
2024-10-07,P003,Maggi Noodles 140g,Snacks,15
2024-10-08,P003,Maggi Noodles 140g,Snacks,18
2024-10-09,P003,Maggi Noodles 140g,Snacks,16
2024-10-10,P003,Maggi Noodles 140g,Snacks,18
2024-10-11,P003,Maggi Noodles 140g,Snacks,11
2024-10-12,P003,Maggi Noodles 140g,Snacks,11
2024-10-13,P003,Maggi Noodles 140g,Snacks,12
2024-10-14,P003,Maggi Noodles 140g,Snacks,16
2024-10-15,P003,Maggi Noodles 140g,Snacks,15
2024-10-16,P003,Maggi Noodles 140g,Snacks,18
2024-10-17,P003,Maggi Noodles 140g,Snacks,14
2024-10-18,P003,Maggi Noodles 140g,Snacks,11
2024-10-19,P003,Maggi Noodles 140g,Snacks,14
2024-10-20,P003,Maggi Noodles 140g,Snacks,11
2024-10-21,P003,Maggi Noodles 140g,Snacks,12
2024-10-22,P003,Maggi Noodles 140g,Snacks,18
2024-10-23,P003,Maggi Noodles 140g,Snacks,13
2024-10-24,P003,Maggi Noodles 140g,Snacks,8
2024-10-25,P003,Maggi Noodles 140g,Snacks,15
2024-10-26,P003,Maggi Noodles 140g,Snacks,16
2024-10-27,P003,Maggi Noodles 140g,Snacks,12
2024-10-28,P003,Maggi Noodles 140g,Snacks,13
2024-10-29,P003,Maggi Noodles 140g,Snacks,20
2024-10-30,P003,Maggi Noodles 140g,Snacks,14
